id,label,latitude,longitude,available_sensor,S2_t0_path,S2_pre_path,S2_pre_pre_path,S2_plume_label_path,L89_t0_path,L89_pre_path,L89_pre_pre_path,L89_plume_label_path,EMIT_t0_path,EMIT_pre_path,EMIT_pre_pre_path,EMIT_plume_label_path,S5p_temporal_path
260,1,31.826375,-102.10681,S2,data/360m_GSD/s2/260/s2.tif,data/360m_GSD/s2/260/s2_pre.tif,data/360m_GSD/s2/260/s2_pre_pre.tif,data/360m_GSD/s2/260/s2_plume.tif,,,,,,,,,
268,1,31.826375,-102.10681,S2,data/360m_GSD/s2/268/s2.tif,data/360m_GSD/s2/268/s2_pre.tif,data/360m_GSD/s2/268/s2_pre_pre.tif,data/360m_GSD/s2/268/s2_plume.tif,,,,,,,,,
275,1,31.826375,-102.10681,S2,data/360m_GSD/s2/275/s2.tif,data/360m_GSD/s2/275/s2_pre.tif,data/360m_GSD/s2/275/s2_pre_pre.tif,data/360m_GSD/s2/275/s2_plume.tif,,,,,,,,,
283,1,31.826375,-102.10681,S2,data/360m_GSD/s2/283/s2.tif,data/360m_GSD/s2/283/s2_pre.tif,data/360m_GSD/s2/283/s2_pre_pre.tif,data/360m_GSD/s2/283/s2_plume.tif,,,,,,,,,
291,1,31.826375,-102.10681,S2,data/360m_GSD/s2/291/s2.tif,data/360m_GSD/s2/291/s2_pre.tif,data/360m_GSD/s2/291/s2_pre_pre.tif,data/360m_GSD/s2/291/s2_plume.tif,,,,,,,,,
299,1,31.826375,-102.10681,S2,data/360m_GSD/s2/299/s2.tif,data/360m_GSD/s2/299/s2_pre.tif,data/360m_GSD/s2/299/s2_pre_pre.tif,data/360m_GSD/s2/299/s2_plume.tif,,,,,,,,,
307,1,31.826375,-102.10681,S2,data/360m_GSD/s2/307/s2.tif,data/360m_GSD/s2/307/s2_pre.tif,data/360m_GSD/s2/307/s2_pre_pre.tif,data/360m_GSD/s2/307/s2_plume.tif,,,,,,,,,
315,1,31.826375,-102.10681,S2,data/360m_GSD/s2/315/s2.tif,data/360m_GSD/s2/315/s2_pre.tif,data/360m_GSD/s2/315/s2_pre_pre.tif,data/360m_GSD/s2/315/s2_plume.tif,,,,,,,,,
323,1,31.826375,-102.10681,S2,data/360m_GSD/s2/323/s2.tif,data/360m_GSD/s2/323/s2_pre.tif,data/360m_GSD/s2/323/s2_pre_pre.tif,data/360m_GSD/s2/323/s2_plume.tif,,,,,,,,,
330,1,31.826375,-102.10681,S2,data/360m_GSD/s2/330/s2.tif,data/360m_GSD/s2/330/s2_pre.tif,data/360m_GSD/s2/330/s2_pre_pre.tif,data/360m_GSD/s2/330/s2_plume.tif,,,,,,,,,
340,1,31.826375,-102.10681,S2,data/360m_GSD/s2/340/s2.tif,data/360m_GSD/s2/340/s2_pre.tif,data/360m_GSD/s2/340/s2_pre_pre.tif,data/360m_GSD/s2/340/s2_plume.tif,,,,,,,,,
348,1,31.826375,-102.10681,S2,data/360m_GSD/s2/348/s2.tif,data/360m_GSD/s2/348/s2_pre.tif,data/360m_GSD/s2/348/s2_pre_pre.tif,data/360m_GSD/s2/348/s2_plume.tif,,,,,,,,,
355,1,31.826375,-102.10681,S2,data/360m_GSD/s2/355/s2.tif,data/360m_GSD/s2/355/s2_pre.tif,data/360m_GSD/s2/355/s2_pre_pre.tif,data/360m_GSD/s2/355/s2_plume.tif,,,,,,,,,
364,1,31.826375,-102.10681,S2,data/360m_GSD/s2/364/s2.tif,data/360m_GSD/s2/364/s2_pre.tif,data/360m_GSD/s2/364/s2_pre_pre.tif,data/360m_GSD/s2/364/s2_plume.tif,,,,,,,,,
372,1,31.826375,-102.10681,S2,data/360m_GSD/s2/372/s2.tif,data/360m_GSD/s2/372/s2_pre.tif,data/360m_GSD/s2/372/s2_pre_pre.tif,data/360m_GSD/s2/372/s2_plume.tif,,,,,,,,,
380,1,31.826375,-102.10681,S2,data/360m_GSD/s2/380/s2.tif,data/360m_GSD/s2/380/s2_pre.tif,data/360m_GSD/s2/380/s2_pre_pre.tif,data/360m_GSD/s2/380/s2_plume.tif,,,,,,,,,
390,0,31.826375,-102.10681,S2,data/360m_GSD/s2/390/s2.tif,data/360m_GSD/s2/390/s2_pre.tif,data/360m_GSD/s2/390/s2_pre_pre.tif,data/360m_GSD/s2/390/s2_plume.tif,,,,,,,,,
398,0,31.826375,-102.10681,S2,data/360m_GSD/s2/398/s2.tif,data/360m_GSD/s2/398/s2_pre.tif,data/360m_GSD/s2/398/s2_pre_pre.tif,data/360m_GSD/s2/398/s2_plume.tif,,,,,,,,,
406,0,31.826375,-102.10681,S2,data/360m_GSD/s2/406/s2.tif,data/360m_GSD/s2/406/s2_pre.tif,data/360m_GSD/s2/406/s2_pre_pre.tif,data/360m_GSD/s2/406/s2_plume.tif,,,,,,,,,
414,0,31.826375,-102.10681,S2,data/360m_GSD/s2/414/s2.tif,data/360m_GSD/s2/414/s2_pre.tif,data/360m_GSD/s2/414/s2_pre_pre.tif,data/360m_GSD/s2/414/s2_plume.tif,,,,,,,,,
